epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,1596.44,0.59159,0.38727,1.01268,0.98242,0.94387,0.97921,0.70151,0.80012,0.36492,1.19801,0.000693305,0.000693305,0.000693305
179,1604.73,0.56376,0.36656,0.99489,0.96977,0.97283,0.98205,0.70698,0.78117,0.35869,1.19174,0.000687804,0.000687804,0.000687804
180,1612.09,0.59023,0.36728,1.01521,0.93872,0.95921,0.9754,0.70972,0.76307,0.3598,1.1811,0.000682303,0.000682303,0.000682303
181,1619.33,0.55944,0.35818,1.00198,0.96849,0.95992,0.97831,0.71627,0.75232,0.34842,1.15798,0.000676802,0.000676802,0.000676802
182,1626.71,0.58636,0.37138,1.01237,0.9651,0.9721,0.98254,0.71638,0.76256,0.37099,1.17825,0.000671301,0.000671301,0.000671301
183,1633.93,0.57327,0.39023,1.01912,0.965,0.97131,0.96916,0.71678,0.75252,0.39832,1.16881,0.0006658,0.0006658,0.0006658
184,1641.4,0.55507,0.35234,0.98086,0.97032,0.96053,0.97406,0.70015,0.76682,0.39757,1.1872,0.000660299,0.000660299,0.000660299
185,1648.49,0.55356,0.35721,0.99245,0.99032,0.94737,0.978,0.70127,0.77067,0.36477,1.18784,0.000654798,0.000654798,0.000654798
186,1654.61,0.571,0.36168,1.02136,0.97438,0.96053,0.97249,0.69648,0.75052,0.36309,1.16259,0.000649297,0.000649297,0.000649297
187,1659.25,0.57279,0.37496,1.00448,0.99653,0.96053,0.98044,0.70984,0.76524,0.33871,1.16802,0.000643795,0.000643795,0.000643795
188,1663.85,0.57901,0.37093,0.99844,0.98155,0.94737,0.979,0.71641,0.76232,0.36052,1.16265,0.000638294,0.000638294,0.000638294
189,1668.44,0.5501,0.3415,0.98295,0.99595,0.94633,0.97392,0.72812,0.75382,0.37876,1.15447,0.000632793,0.000632793,0.000632793
190,1673.05,0.56185,0.35656,1.00736,0.96599,0.96053,0.9806,0.71284,0.75576,0.3631,1.16413,0.000627292,0.000627292,0.000627292
191,1677.65,0.55779,0.35568,0.978,0.96558,0.96053,0.97628,0.70822,0.78025,0.37175,1.17072,0.000621791,0.000621791,0.000621791
192,1682.26,0.58463,0.35581,1.01353,0.98212,0.94737,0.9806,0.71819,0.76648,0.36644,1.18298,0.00061629,0.00061629,0.00061629
193,1686.86,0.56903,0.35505,1.00713,0.9775,0.94737,0.9775,0.71066,0.78703,0.37239,1.18715,0.000610789,0.000610789,0.000610789
194,1691.45,0.54181,0.34559,0.9958,0.99399,0.93421,0.98175,0.71189,0.77049,0.3569,1.15293,0.000605288,0.000605288,0.000605288
195,1696.06,0.53409,0.34299,0.99091,0.9959,0.94737,0.98224,0.73069,0.74068,0.3494,1.15496,0.000599787,0.000599787,0.000599787
196,1701.43,0.57498,0.3723,1.00627,0.99658,0.96053,0.97462,0.72457,0.76167,0.35206,1.16757,0.000594286,0.000594286,0.000594286
197,1706.81,0.56865,0.37526,0.99446,0.9809,0.97109,0.98374,0.71529,0.75316,0.33891,1.15542,0.000588784,0.000588784,0.000588784
198,1712.17,0.5627,0.36351,1.01508,0.99593,0.94522,0.98389,0.71157,0.7524,0.34225,1.16007,0.000583283,0.000583283,0.000583283
199,1717.64,0.54205,0.34465,0.97438,0.99393,0.93421,0.97471,0.7106,0.76498,0.36021,1.15884,0.000577782,0.000577782,0.000577782
200,1723.03,0.54466,0.35546,0.99213,0.99735,0.9444,0.97613,0.71493,0.78695,0.36551,1.16399,0.000572281,0.000572281,0.000572281
201,1728.4,0.50516,0.33683,0.96212,0.99733,0.95781,0.97713,0.70829,0.79034,0.3502,1.16425,0.00056678,0.00056678,0.00056678
202,1733.76,0.54975,0.36269,0.98219,0.9965,0.96053,0.97754,0.70233,0.78755,0.35478,1.17827,0.000561279,0.000561279,0.000561279
203,1739.11,0.55567,0.35868,1.00499,0.9984,0.94296,0.97981,0.7098,0.7522,0.35215,1.16299,0.000555778,0.000555778,0.000555778
204,1744.49,0.53385,0.34781,0.99013,0.95346,0.98684,0.98374,0.71298,0.74882,0.33144,1.16038,0.000550277,0.000550277,0.000550277
205,1749.84,0.51862,0.33554,0.9743,0.99783,0.93133,0.98028,0.72282,0.74907,0.33342,1.15301,0.000544776,0.000544776,0.000544776
206,1755.23,0.52801,0.338,0.9673,0.96731,0.9581,0.98162,0.7177,0.76718,0.35969,1.16092,0.000539275,0.000539275,0.000539275
207,1760.62,0.53292,0.33781,0.9903,0.99503,0.93421,0.96843,0.70761,0.79159,0.35844,1.17633,0.000533773,0.000533773,0.000533773
208,1766,0.51901,0.33027,0.98444,0.96619,0.96053,0.98086,0.71987,0.7632,0.35172,1.1651,0.000528272,0.000528272,0.000528272
209,1771.4,0.52259,0.33964,0.96572,0.96664,0.96053,0.98225,0.73122,0.75159,0.34315,1.15227,0.000522771,0.000522771,0.000522771
210,1776.79,0.52119,0.34606,1.00185,0.96768,0.95982,0.98128,0.72536,0.74744,0.33498,1.14832,0.00051727,0.00051727,0.00051727
211,1782.2,0.54359,0.3383,0.99486,0.98138,0.93421,0.97378,0.71888,0.74299,0.34922,1.13744,0.000511769,0.000511769,0.000511769
212,1787.65,0.545,0.35647,0.97604,0.99729,0.94737,0.97803,0.72084,0.75037,0.35558,1.15023,0.000506268,0.000506268,0.000506268
213,1792.33,0.50205,0.33693,0.98119,0.96369,0.92105,0.97409,0.72195,0.76296,0.359,1.1647,0.000500767,0.000500767,0.000500767
214,1797.08,0.52105,0.33596,0.97388,0.97499,0.93421,0.9682,0.71664,0.74842,0.34762,1.16643,0.000495266,0.000495266,0.000495266
215,1801.79,0.53012,0.33552,0.98854,0.98014,0.94737,0.97451,0.72262,0.73896,0.33998,1.14989,0.000489765,0.000489765,0.000489765
216,1806.49,0.52214,0.33228,0.98199,0.96899,0.95266,0.97722,0.72834,0.73877,0.34898,1.12892,0.000484263,0.000484263,0.000484263
217,1811.18,0.54266,0.34104,0.98397,0.93566,0.97368,0.97099,0.72652,0.74279,0.33801,1.13891,0.000478762,0.000478762,0.000478762
218,1815.84,0.51073,0.32484,0.9678,0.98193,0.95894,0.98238,0.72514,0.74153,0.3294,1.13619,0.000473261,0.000473261,0.000473261
219,1820.63,0.53198,0.33197,1.0003,0.97696,0.96878,0.9837,0.73186,0.74857,0.3415,1.14479,0.00046776,0.00046776,0.00046776
220,1825.32,0.50743,0.33538,0.96498,0.99545,0.94737,0.9811,0.72871,0.7759,0.3515,1.16166,0.000462259,0.000462259,0.000462259
221,1829.95,0.51471,0.33367,0.98329,0.99747,0.94579,0.97995,0.71848,0.78482,0.34605,1.17722,0.000456758,0.000456758,0.000456758
222,1834.61,0.50245,0.33106,0.97912,0.98325,0.95978,0.98062,0.72343,0.77883,0.34437,1.18298,0.000451257,0.000451257,0.000451257
223,1839.26,0.4922,0.31767,0.97063,0.98182,0.96053,0.9828,0.71532,0.77434,0.33662,1.17544,0.000445756,0.000445756,0.000445756
224,1843.91,0.5434,0.34518,1.01322,0.99662,0.96053,0.98448,0.71572,0.77562,0.33703,1.19216,0.000440255,0.000440255,0.000440255
225,1848.56,0.52041,0.32809,0.99244,0.98129,0.97368,0.98383,0.7154,0.77618,0.32818,1.19392,0.000434754,0.000434754,0.000434754
226,1853.22,0.51686,0.33792,0.99654,0.97634,0.94737,0.9774,0.71829,0.77574,0.34415,1.18204,0.000429253,0.000429253,0.000429253
227,1857.87,0.5162,0.33637,1.0081,0.98269,0.94652,0.97385,0.71905,0.76157,0.34492,1.18005,0.000423751,0.000423751,0.000423751
228,1862.5,0.51917,0.33193,0.97642,0.9831,0.95983,0.97925,0.72287,0.77008,0.34787,1.17506,0.00041825,0.00041825,0.00041825
229,1867.15,0.50819,0.32377,0.98097,0.98343,0.9604,0.97866,0.73378,0.75001,0.34669,1.14849,0.000412749,0.000412749,0.000412749
230,1871.83,0.5299,0.34647,0.98644,0.9907,0.96053,0.97714,0.72509,0.73139,0.33556,1.14207,0.000407248,0.000407248,0.000407248
231,1876.53,0.51899,0.33012,0.97019,0.99469,0.96053,0.97811,0.71828,0.72756,0.33863,1.13634,0.000401747,0.000401747,0.000401747
232,1881.23,0.49359,0.31082,0.98196,0.9816,0.9701,0.97822,0.72237,0.72101,0.33762,1.1294,0.000396246,0.000396246,0.000396246
233,1885.94,0.50482,0.31482,0.97976,0.96912,0.97053,0.97361,0.71532,0.75068,0.3407,1.16047,0.000390745,0.000390745,0.000390745
234,1890.64,0.46918,0.30151,0.95419,0.98018,0.96053,0.97697,0.71988,0.76031,0.34211,1.16415,0.000385244,0.000385244,0.000385244
235,1895.45,0.49676,0.3054,0.96223,0.98249,0.96053,0.97914,0.71594,0.74533,0.32881,1.14565,0.000379743,0.000379743,0.000379743
236,1900.34,0.52277,0.33905,0.98007,0.98114,0.97368,0.97903,0.71493,0.73536,0.32419,1.14421,0.000374242,0.000374242,0.000374242
237,1905.29,0.49342,0.31597,0.95444,0.96947,0.96053,0.97853,0.72599,0.73848,0.33196,1.15218,0.00036874,0.00036874,0.00036874
238,1910.25,0.49215,0.30637,0.97674,0.971,0.95866,0.98041,0.72885,0.74259,0.33261,1.14972,0.000363239,0.000363239,0.000363239
239,1915.21,0.46918,0.32081,0.95773,0.98395,0.95887,0.9744,0.72499,0.75765,0.32747,1.17199,0.000357738,0.000357738,0.000357738
240,1920.4,0.50849,0.3235,0.96445,0.98051,0.96053,0.97416,0.7255,0.76832,0.3299,1.17455,0.000352237,0.000352237,0.000352237
241,1925.52,0.4892,0.31292,0.95522,0.95432,0.96053,0.97225,0.72576,0.75929,0.3329,1.15619,0.000346736,0.000346736,0.000346736
242,1930.79,0.4993,0.31467,0.96651,0.98136,0.94568,0.97525,0.73286,0.73899,0.32974,1.15331,0.000341235,0.000341235,0.000341235
243,1935.93,0.50171,0.31719,0.9749,0.9679,0.94558,0.97895,0.73132,0.7408,0.33144,1.15995,0.000335734,0.000335734,0.000335734
244,1941.07,0.49282,0.31076,0.9813,0.98313,0.93421,0.9794,0.7241,0.76276,0.33994,1.17652,0.000330233,0.000330233,0.000330233
245,1946.19,0.5056,0.32112,0.9724,0.98361,0.94469,0.98137,0.72365,0.76355,0.3355,1.18059,0.000324732,0.000324732,0.000324732
246,1951.36,0.48909,0.30755,0.9662,0.97985,0.96053,0.98204,0.72406,0.75568,0.33164,1.1741,0.000319231,0.000319231,0.000319231
247,1956.52,0.47853,0.30268,0.96412,0.98173,0.96053,0.9827,0.72748,0.75494,0.31926,1.17524,0.000313729,0.000313729,0.000313729
248,1961.59,0.47113,0.30157,0.95535,0.98182,0.94737,0.98053,0.72556,0.75795,0.32979,1.17401,0.000308228,0.000308228,0.000308228
249,1966.67,0.49706,0.31182,0.96406,0.96968,0.96053,0.9805,0.72555,0.78346,0.33332,1.18714,0.000302727,0.000302727,0.000302727
250,1971.71,0.45608,0.28954,0.9389,0.9707,0.97275,0.97956,0.72084,0.77324,0.33471,1.1883,0.000297226,0.000297226,0.000297226
251,1976.83,0.46487,0.31231,0.96461,0.95832,0.97368,0.97613,0.72107,0.76437,0.33582,1.18259,0.000291725,0.000291725,0.000291725
252,1982.45,0.49532,0.30688,0.95145,0.9309,0.97368,0.97587,0.72207,0.76459,0.34328,1.16798,0.000286224,0.000286224,0.000286224
253,1988.05,0.46565,0.29998,0.95511,0.95217,0.94737,0.97794,0.72405,0.74907,0.32781,1.15474,0.000280723,0.000280723,0.000280723
254,1993.85,0.46709,0.30385,0.9492,0.96887,0.94737,0.98199,0.72497,0.75461,0.32513,1.15962,0.000275222,0.000275222,0.000275222
255,1999.47,0.51467,0.32946,0.97748,0.99568,0.93421,0.98225,0.721,0.7789,0.34263,1.1708,0.000269721,0.000269721,0.000269721
256,2005.06,0.46325,0.30623,0.94211,0.98313,0.95797,0.98184,0.72113,0.76099,0.33942,1.16743,0.00026422,0.00026422,0.00026422
257,2010.73,0.47392,0.30721,0.95227,0.99855,0.94556,0.97891,0.72334,0.75503,0.33511,1.16538,0.000258718,0.000258718,0.000258718
258,2016.22,0.48117,0.317,0.97082,0.98393,0.94422,0.97998,0.72466,0.74991,0.32391,1.16107,0.000253217,0.000253217,0.000253217
