epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,830.814,0.76326,0.46429,1.17774,0.98814,0.95833,0.97623,0.57028,1.32023,0.54349,1.8876,0.000687804,0.000687804,0.000687804
180,878.114,0.75078,0.46826,1.17515,0.98895,0.94444,0.9765,0.58972,1.2456,0.53002,1.83003,0.000682303,0.000682303,0.000682303
181,925.808,0.72596,0.44571,1.1432,0.96704,0.97051,0.97532,0.58295,1.26873,0.5241,1.87738,0.000676802,0.000676802,0.000676802
182,973.591,0.72853,0.44259,1.14805,0.95503,0.95531,0.97008,0.5702,1.28256,0.54487,1.87061,0.000671301,0.000671301,0.000671301
183,1021.54,0.69676,0.44365,1.13576,0.97348,0.94444,0.96053,0.56975,1.2904,0.54915,1.88329,0.0006658,0.0006658,0.0006658
184,1074.81,0.72761,0.44933,1.14637,0.96612,0.94444,0.95832,0.56781,1.26119,0.52116,1.84491,0.000660299,0.000660299,0.000660299
185,1128.05,0.72114,0.44863,1.15282,0.94164,0.94444,0.9571,0.57467,1.25239,0.53638,1.80622,0.000654798,0.000654798,0.000654798
186,1181.09,0.68778,0.45697,1.11936,0.98717,0.94444,0.97896,0.58688,1.21822,0.51815,1.79857,0.000649297,0.000649297,0.000649297
187,1234.12,0.69502,0.44179,1.13105,0.981,0.95833,0.97873,0.59554,1.21939,0.51,1.7865,0.000643795,0.000643795,0.000643795
188,1287.15,0.68882,0.43875,1.12898,0.96715,0.95833,0.98059,0.57994,1.24877,0.50181,1.81267,0.000638294,0.000638294,0.000638294
189,1340.12,0.694,0.42844,1.12064,0.98157,0.94142,0.9785,0.58096,1.2564,0.51323,1.82712,0.000632793,0.000632793,0.000632793
190,1392.23,0.70385,0.43866,1.15833,0.98272,0.95687,0.97001,0.56749,1.25447,0.49739,1.83734,0.000627292,0.000627292,0.000627292
191,1440.62,0.73222,0.44942,1.15267,0.97797,0.95833,0.96651,0.57261,1.25282,0.50769,1.86566,0.000621791,0.000621791,0.000621791
192,1488.22,0.70028,0.43796,1.14208,0.96936,0.95667,0.96132,0.57255,1.24704,0.50998,1.8347,0.00061629,0.00061629,0.00061629
193,1535.6,0.71038,0.45875,1.1581,0.95793,0.94444,0.95663,0.56903,1.26638,0.51177,1.82914,0.000610789,0.000610789,0.000610789
194,1583.2,0.71825,0.45279,1.14642,0.93777,0.95833,0.96062,0.57063,1.25316,0.51024,1.86855,0.000605288,0.000605288,0.000605288
195,1632.14,0.69934,0.44422,1.1334,0.94197,0.95632,0.95907,0.5774,1.22933,0.50719,1.80146,0.000599787,0.000599787,0.000599787
196,1686.66,0.70206,0.4471,1.14545,0.93759,0.93056,0.95422,0.5721,1.20562,0.51701,1.80487,0.000594286,0.000594286,0.000594286
197,1743.35,0.69138,0.42479,1.13592,0.9416,0.95833,0.95205,0.55194,1.2365,0.53047,1.86259,0.000588784,0.000588784,0.000588784
198,1799.54,0.72013,0.4482,1.1465,0.93061,0.95833,0.94256,0.55589,1.27274,0.52848,1.87937,0.000583283,0.000583283,0.000583283
199,1855.23,0.69156,0.42649,1.12837,0.95304,0.95833,0.95491,0.57702,1.22647,0.50417,1.82509,0.000577782,0.000577782,0.000577782
200,1911.31,0.68484,0.4181,1.13279,0.94096,0.97222,0.96568,0.58143,1.24023,0.51334,1.82966,0.000572281,0.000572281,0.000572281
201,1966.65,0.6721,0.4102,1.12664,0.98077,0.95833,0.97896,0.58011,1.25784,0.50764,1.88065,0.00056678,0.00056678,0.00056678
202,2016.79,0.68479,0.45036,1.13069,0.96893,0.95489,0.97998,0.57689,1.26535,0.48709,1.8982,0.000561279,0.000561279,0.000561279
203,2064.75,0.69014,0.43155,1.12386,0.97898,0.95833,0.97451,0.57657,1.27802,0.51769,1.891,0.000555778,0.000555778,0.000555778
204,2112.4,0.68262,0.42806,1.11111,0.95482,0.95833,0.96976,0.55617,1.29803,0.51834,1.98801,0.000550277,0.000550277,0.000550277
205,2160.57,0.66052,0.42927,1.10919,0.96432,0.95833,0.96675,0.57885,1.24332,0.50429,1.91022,0.000544776,0.000544776,0.000544776
206,2208.8,0.69525,0.43973,1.13051,0.94464,0.97133,0.97333,0.57,1.28767,0.52115,1.94932,0.000539275,0.000539275,0.000539275
207,2261.21,0.66904,0.41762,1.10202,0.94259,0.97222,0.97177,0.58413,1.25238,0.49282,1.90322,0.000533773,0.000533773,0.000533773
208,2315.02,0.66416,0.41286,1.1074,0.95419,0.95833,0.96665,0.57909,1.24984,0.51433,1.89357,0.000528272,0.000528272,0.000528272
209,2364.4,0.66457,0.42373,1.10698,0.95374,0.94444,0.94922,0.56751,1.25427,0.52784,1.90357,0.000522771,0.000522771,0.000522771
210,2415.74,0.65606,0.41774,1.10574,0.93983,0.95833,0.96109,0.57047,1.26725,0.51537,1.91929,0.00051727,0.00051727,0.00051727
211,2469.73,0.65476,0.42905,1.0982,0.9372,0.95811,0.96672,0.57616,1.27217,0.50419,1.91289,0.000511769,0.000511769,0.000511769
212,2520.08,0.68359,0.42886,1.11152,0.95235,0.94444,0.97631,0.58284,1.26707,0.50874,1.8992,0.000506268,0.000506268,0.000506268
213,2569.53,0.65963,0.41668,1.10807,0.98937,0.95833,0.97876,0.57875,1.24403,0.50197,1.87458,0.000500767,0.000500767,0.000500767
214,2617.3,0.63596,0.41141,1.10276,0.98015,0.95833,0.96836,0.58173,1.2426,0.50104,1.87687,0.000495266,0.000495266,0.000495266
215,2665.23,0.65255,0.39999,1.09625,0.99121,0.95833,0.97944,0.59151,1.19595,0.47506,1.82932,0.000489765,0.000489765,0.000489765
216,2714.61,0.64326,0.39596,1.09671,0.98306,0.95833,0.97766,0.59315,1.20536,0.48103,1.83119,0.000484263,0.000484263,0.000484263
217,2763.67,0.6297,0.40352,1.1013,0.97651,0.95833,0.97916,0.58102,1.25325,0.48469,1.88484,0.000478762,0.000478762,0.000478762
218,2812.66,0.64546,0.39994,1.09419,0.99643,0.95833,0.98079,0.57254,1.26595,0.48555,1.95643,0.000473261,0.000473261,0.000473261
219,2863.49,0.65537,0.39802,1.09589,0.96848,0.95687,0.97908,0.56621,1.29525,0.5057,1.95105,0.00046776,0.00046776,0.00046776
220,2917.3,0.62361,0.39574,1.08238,0.96761,0.95833,0.97921,0.56971,1.27627,0.50577,1.96074,0.000462259,0.000462259,0.000462259
221,2971.18,0.64753,0.40757,1.10545,0.99707,0.95542,0.98012,0.58713,1.24954,0.50877,1.89669,0.000456758,0.000456758,0.000456758
222,3025.33,0.65127,0.40268,1.0911,0.97962,0.94444,0.97787,0.57402,1.25857,0.51881,1.92953,0.000451257,0.000451257,0.000451257
223,3079.77,0.6394,0.4197,1.08831,0.9667,0.94444,0.96294,0.56995,1.25378,0.52504,1.95485,0.000445756,0.000445756,0.000445756
224,3133.5,0.63239,0.39969,1.08714,0.959,0.93056,0.95802,0.58417,1.25283,0.52164,1.93319,0.000440255,0.000440255,0.000440255
225,3188.65,0.63808,0.40553,1.06993,0.90666,0.97222,0.95803,0.57158,1.26403,0.5129,1.96301,0.000434754,0.000434754,0.000434754
226,3247.12,0.613,0.4008,1.09287,0.92546,0.96606,0.96133,0.57665,1.23931,0.51339,1.91074,0.000429253,0.000429253,0.000429253
227,3306.73,0.62611,0.40152,1.08823,0.92859,0.97222,0.96441,0.58197,1.23552,0.50077,1.90076,0.000423751,0.000423751,0.000423751
228,3359.85,0.60492,0.38787,1.07635,0.94187,0.97222,0.97904,0.569,1.27419,0.51404,1.97734,0.00041825,0.00041825,0.00041825
229,3408.31,0.63034,0.40735,1.0923,0.98029,0.97222,0.98257,0.58116,1.23452,0.52121,1.94132,0.000412749,0.000412749,0.000412749
230,3456.4,0.62606,0.40172,1.09749,0.96216,0.97222,0.97674,0.58358,1.23971,0.51471,1.91676,0.000407248,0.000407248,0.000407248
231,3504.52,0.63072,0.40503,1.07878,0.94747,0.95833,0.96786,0.57405,1.2751,0.5323,1.93752,0.000401747,0.000401747,0.000401747
232,3552.87,0.60755,0.38567,1.08804,0.94737,0.95247,0.96872,0.58183,1.24196,0.5029,1.88361,0.000396246,0.000396246,0.000396246
233,3607.36,0.63572,0.40102,1.08717,0.96847,0.95833,0.97076,0.57107,1.24548,0.51646,1.91558,0.000390745,0.000390745,0.000390745
234,3662.15,0.59304,0.38906,1.06352,0.96885,0.95513,0.97219,0.5767,1.2548,0.51758,1.90804,0.000385244,0.000385244,0.000385244
235,3717.54,0.61428,0.39457,1.07969,0.96703,0.97014,0.9734,0.57871,1.26008,0.51647,1.9303,0.000379743,0.000379743,0.000379743
236,3772.11,0.61739,0.39558,1.08053,0.96825,0.95775,0.96713,0.57768,1.25536,0.51329,1.93984,0.000374242,0.000374242,0.000374242
237,3826.3,0.60084,0.39044,1.07057,0.96668,0.94444,0.97326,0.57919,1.26005,0.50294,1.93709,0.00036874,0.00036874,0.00036874
238,3880.25,0.60193,0.38018,1.06767,0.95557,0.97173,0.97269,0.58201,1.25137,0.49807,1.93416,0.000363239,0.000363239,0.000363239
239,3935.25,0.57906,0.36629,1.06487,0.96819,0.97117,0.97413,0.59023,1.24656,0.48471,1.89783,0.000357738,0.000357738,0.000357738
240,3986.33,0.64033,0.42689,1.09193,0.96588,0.95833,0.96745,0.57219,1.24752,0.48709,1.90241,0.000352237,0.000352237,0.000352237
241,4035.61,0.58906,0.36713,1.06295,0.98165,0.95598,0.97366,0.57516,1.27527,0.49752,1.97639,0.000346736,0.000346736,0.000346736
242,4084.47,0.59569,0.38608,1.07016,0.95313,0.95833,0.97616,0.57998,1.26384,0.48678,1.97333,0.000341235,0.000341235,0.000341235
243,4134.94,0.6222,0.37578,1.08601,0.95331,0.95833,0.97359,0.56955,1.25396,0.48423,1.97541,0.000335734,0.000335734,0.000335734
244,4184.57,0.62247,0.40335,1.07851,0.95176,0.95833,0.97445,0.57297,1.26928,0.49938,1.99312,0.000330233,0.000330233,0.000330233
245,4239.88,0.61655,0.39836,1.08392,0.95307,0.96833,0.98065,0.58529,1.27221,0.49559,1.95078,0.000324732,0.000324732,0.000324732
246,4295.64,0.60311,0.3764,1.07765,0.96763,0.97018,0.9801,0.58749,1.24145,0.47596,1.95639,0.000319231,0.000319231,0.000319231
247,4351.79,0.59857,0.38801,1.07853,0.98022,0.95833,0.9781,0.58848,1.2183,0.48814,1.93122,0.000313729,0.000313729,0.000313729
248,4408.01,0.57841,0.37052,1.06815,0.98055,0.95503,0.97889,0.58113,1.22451,0.50051,1.89983,0.000308228,0.000308228,0.000308228
249,4463.21,0.58329,0.38144,1.05983,0.98045,0.94444,0.97453,0.5832,1.22687,0.50512,1.9442,0.000302727,0.000302727,0.000302727
250,4519.13,0.59272,0.38801,1.07091,0.99812,0.95711,0.97986,0.58113,1.24221,0.51175,1.98731,0.000297226,0.000297226,0.000297226
251,4569.53,0.5684,0.36154,1.06994,0.96911,0.95833,0.97276,0.57616,1.26344,0.50684,1.96107,0.000291725,0.000291725,0.000291725
252,4620.71,0.59788,0.37311,1.06308,0.95645,0.96713,0.98119,0.5705,1.26431,0.50158,1.96758,0.000286224,0.000286224,0.000286224
253,4671.93,0.58112,0.37834,1.05776,0.96932,0.95833,0.98135,0.58298,1.24716,0.50081,1.94386,0.000280723,0.000280723,0.000280723
254,4722.73,0.56672,0.37322,1.06644,0.99887,0.95824,0.98474,0.58785,1.263,0.50021,1.95348,0.000275222,0.000275222,0.000275222
255,4772.35,0.59468,0.38062,1.07264,0.98224,0.95833,0.97977,0.57935,1.27375,0.51357,2.00995,0.000269721,0.000269721,0.000269721
256,4823.21,0.55906,0.36284,1.04176,0.98175,0.95833,0.97769,0.5895,1.26903,0.50481,1.99445,0.00026422,0.00026422,0.00026422
257,4875.68,0.59438,0.39008,1.07156,0.981,0.95833,0.97664,0.58438,1.26225,0.50574,1.98365,0.000258718,0.000258718,0.000258718
258,4931.54,0.56308,0.38118,1.051,0.97856,0.94444,0.97549,0.58032,1.25846,0.50193,1.99787,0.000253217,0.000253217,0.000253217
259,4986.06,0.57271,0.36389,1.05898,0.95867,0.94444,0.97431,0.58911,1.23385,0.50225,1.95518,0.000247716,0.000247716,0.000247716
260,5040.93,0.58553,0.37852,1.05261,0.96922,0.95473,0.97679,0.59512,1.23368,0.51525,1.94826,0.000242215,0.000242215,0.000242215
261,5096.94,0.56054,0.37014,1.0421,0.99866,0.94246,0.9789,0.59467,1.23844,0.51602,1.96424,0.000236714,0.000236714,0.000236714
262,5152.81,0.53318,0.34357,1.03776,0.9985,0.93999,0.981,0.59853,1.25102,0.51879,1.94113,0.000231213,0.000231213,0.000231213
263,5209.05,0.54891,0.36008,1.06079,0.98224,0.95662,0.97404,0.60022,1.24452,0.5144,1.92332,0.000225712,0.000225712,0.000225712
264,5261.03,0.55534,0.35962,1.04827,0.99351,0.95833,0.9736,0.6009,1.23772,0.50298,1.93142,0.000220211,0.000220211,0.000220211
265,5311.68,0.55168,0.3631,1.04983,0.99649,0.95619,0.97757,0.5955,1.23246,0.49998,1.93011,0.00021471,0.00021471,0.00021471
266,5362.83,0.53924,0.35835,1.04596,0.98538,0.94444,0.97438,0.58753,1.22651,0.49538,1.93475,0.000209209,0.000209209,0.000209209
267,5413.07,0.54615,0.35635,1.04456,0.96414,0.94444,0.97303,0.5818,1.23909,0.51592,1.96719,0.000203707,0.000203707,0.000203707
268,5468.64,0.5411,0.34883,1.03879,0.96217,0.94444,0.97135,0.58676,1.25022,0.5403,1.9747,0.000198206,0.000198206,0.000198206
269,5562.69,0.50952,0.32934,1.02741,0.96794,0.95596,0.96845,0.57829,1.24569,0.53778,1.96548,0.000192705,0.000192705,0.000192705
270,5623.59,0.52754,0.33571,1.03711,0.98289,0.94322,0.97271,0.5849,1.23111,0.5236,1.95539,0.000187204,0.000187204,0.000187204
271,5673.76,0.5276,0.33961,1.03505,0.98132,0.95682,0.97759,0.58944,1.23319,0.50314,1.96738,0.000181703,0.000181703,0.000181703
272,5723.6,0.55148,0.36061,1.0528,0.98077,0.95685,0.98078,0.59038,1.22531,0.49406,1.9473,0.000176202,0.000176202,0.000176202
273,5773.31,0.55597,0.36952,1.04238,0.98139,0.95636,0.97986,0.57938,1.22767,0.48984,1.95216,0.000170701,0.000170701,0.000170701
274,5822.67,0.55728,0.37286,1.05946,0.98147,0.94444,0.97751,0.60009,1.21661,0.48478,1.93307,0.0001652,0.0001652,0.0001652
275,5875.54,0.53846,0.35194,1.03358,0.98164,0.94444,0.97672,0.59888,1.20731,0.4734,1.91849,0.000159699,0.000159699,0.000159699
276,5924.78,0.55468,0.36793,1.03943,0.98172,0.94444,0.97778,0.60004,1.20932,0.47725,1.92772,0.000154198,0.000154198,0.000154198
277,5974.93,0.55511,0.35397,1.04918,0.98199,0.95632,0.97751,0.59361,1.21111,0.47324,1.93923,0.000148696,0.000148696,0.000148696
278,6024.94,0.53334,0.34693,1.04209,0.98215,0.9577,0.97761,0.59745,1.215,0.47838,1.93913,0.000143195,0.000143195,0.000143195
279,6075.81,0.52482,0.35079,1.0456,0.982,0.95795,0.97951,0.59822,1.22246,0.4838,1.95064,0.000137694,0.000137694,0.000137694
280,6129.05,0.52286,0.35524,1.03755,0.98219,0.95454,0.98157,0.59446,1.22457,0.4897,1.97219,0.000132193,0.000132193,0.000132193
281,6183.02,0.53872,0.35205,1.03653,0.98007,0.95833,0.98195,0.59787,1.22589,0.48791,1.97737,0.000126692,0.000126692,0.000126692
282,6274.1,0.52333,0.33983,1.02391,0.97963,0.95833,0.98101,0.59797,1.23139,0.49222,1.99584,0.000121191,0.000121191,0.000121191
283,6322.65,0.52075,0.35223,1.01589,0.97364,0.95833,0.9815,0.59614,1.23394,0.49032,2.01214,0.00011569,0.00011569,0.00011569
284,6371.15,0.52314,0.33634,1.02107,0.96764,0.95833,0.97545,0.59588,1.23041,0.48992,1.99708,0.000110189,0.000110189,0.000110189
285,6419.58,0.53367,0.35127,1.03759,0.98099,0.95833,0.98223,0.60252,1.22832,0.4849,1.9863,0.000104688,0.000104688,0.000104688
286,6468.55,0.51166,0.33569,1.02099,0.98042,0.95833,0.98258,0.59744,1.23065,0.47998,1.99685,9.91865e-05,9.91865e-05,9.91865e-05
287,6517.46,0.5623,0.37996,1.05209,0.98111,0.95833,0.98323,0.59045,1.23162,0.47747,2.00268,9.36854e-05,9.36854e-05,9.36854e-05
288,6572.75,0.51901,0.34299,1.02535,0.99867,0.95323,0.98368,0.59381,1.2239,0.47813,1.99193,8.81843e-05,8.81843e-05,8.81843e-05
289,6626.23,0.48414,0.33129,1.01576,0.99862,0.95444,0.98333,0.59689,1.22091,0.47663,1.978,8.26832e-05,8.26832e-05,8.26832e-05
290,6679.22,0.51357,0.35066,1.02282,0.98067,0.95833,0.98252,0.58819,1.22292,0.47724,1.97449,7.71821e-05,7.71821e-05,7.71821e-05
291,6731.33,0.4689,0.30243,1.00847,0.99687,0.95833,0.98343,0.58739,1.22753,0.48372,1.98933,7.1681e-05,7.1681e-05,7.1681e-05
292,6784.1,0.45211,0.28445,1.00766,0.99668,0.95833,0.98331,0.5895,1.22148,0.48885,1.98018,6.61799e-05,6.61799e-05,6.61799e-05
293,6833.73,0.46963,0.29187,1.02788,0.99664,0.95833,0.98299,0.59095,1.21605,0.48235,1.97102,6.06788e-05,6.06788e-05,6.06788e-05
294,6884.91,0.43815,0.27891,0.98041,0.99682,0.95833,0.98254,0.5847,1.21513,0.47928,1.98199,5.51777e-05,5.51777e-05,5.51777e-05
295,6945.58,0.44603,0.27735,1.0144,0.99741,0.95833,0.98248,0.57868,1.22329,0.47738,2.00252,4.96766e-05,4.96766e-05,4.96766e-05
296,7016.77,0.40791,0.26288,0.95627,0.99698,0.95833,0.98277,0.58048,1.22402,0.47791,2.00642,4.41755e-05,4.41755e-05,4.41755e-05
297,7066.41,0.43244,0.26743,1.00016,0.99556,0.95833,0.98281,0.57845,1.22493,0.48096,2.0068,3.86744e-05,3.86744e-05,3.86744e-05
298,7116.41,0.43552,0.26467,0.98968,0.99499,0.95833,0.98284,0.58238,1.21962,0.4852,1.99352,3.31733e-05,3.31733e-05,3.31733e-05
299,7166.31,0.42407,0.26037,1.00283,0.99455,0.95833,0.98354,0.58372,1.22209,0.48449,1.99444,2.76722e-05,2.76722e-05,2.76722e-05
300,7215.96,0.42587,0.26623,0.99375,0.99383,0.95833,0.98347,0.58357,1.22333,0.48463,1.99453,2.21711e-05,2.21711e-05,2.21711e-05
